49	60	23	2449	4551	0.02
49	60	23	2449	4551	0.02
49	60	23	2449	4551	0.02
49	60	23	2449	4551	0.04
49	60	23	2449	4551	0.05
49	60	23	2449	4551	0.06
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.07
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.08
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.09
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.1
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.13
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.13
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.14
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.13
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.11
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.13
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
49	60	23	2449	4551	0.12
