121	60	57	4551	2449	400.00	0.29
85	75	80	3500	3500	623.00	0.35
85	75	40	6000	3500	485.00	0.28
121	60	23	2449	2449	1584.00	0.7
85	75	80	3500	3500	4160.00	0.76
121	60	23	4551	4551	859.00	0.52
85	75	40	3500	3500	525.00	0.17
85	40	40	3500	3500	3222.00	0.33
49	60	57	4551	4551	2572.00	0.89
85	75	40	3500	6000	286.00	0.15
85	75	40	3500	3500	701.00	0.65
85	40	40	3500	3500	3151.00	0.32
121	60	57	2449	4551	1464.00	0.37
85	75	40	3500	3500	259.00	0.14
49	90	57	4551	2449	844.00	0.37
85	75	80	3500	3500	157.00	0.11
85	75	40	3500	3500	167.00	0.1
85	40	40	3500	3500	6130.00	1.81
49	90	57	2449	4551	1357.00	1.93
85	75	40	3500	3500	604.00	0.23
121	90	23	2449	4551	380.00	1.33
85	75	40	3500	1000	355.00	0.14
121	90	57	2449	2449	1343.00	1.85
85	75	40	1000	3500	228.00	0.13
121	60	57	4551	2449	2571.00	0.94
49	90	57	2449	4551	1508.00	7.47
85	75	40	1000	3500	412.00	0.14
85	75	80	3500	3500	5954.00	7.01
121	60	23	2449	2449	403.00	0.14
85	110	40	3500	3500	219.00	0.1
49	90	23	2449	2449	2.00	0.02
121	60	23	4551	4551	931.00	0.91
49	90	57	4551	2449	1314.00	16.98
49	90	23	4551	4551	104.00	0.09
0	75	40	3500	3500	577.00	0.44
121	90	57	4551	4551	949.00	0.49
49	60	23	2449	4551	4.00	0.04
85	75	40	3500	3500	790.00	4.91
85	75	80	3500	3500	2590.00	0.41
85	75	80	3500	3500	1799.00	0.37
85	75	80	3500	3500	50.00	0.07
49	60	57	4551	4551	1445.00	0.36
85	75	40	3500	6000	290.00	0.15
49	60	57	4551	4551	1273.00	0.36
49	60	57	2449	2449	1529.00	0.34
121	90	57	2449	2449	747.00	0.23
49	60	57	2449	2449	1382.00	0.31
49	60	23	2449	4551	1462.00	2.73
85	75	40	1000	3500	1067.00	0.59
85	110	40	3500	3500	170.00	0.09
85	75	40	6000	3500	412.00	0.21
85	40	40	3500	3500	5078.00	0.57
121	60	57	2449	4551	1308.00	0.37
49	60	57	4551	4551	2127.00	0.58
121	60	23	4551	4551	76.00	0.11
49	60	57	2449	2449	492.00	0.22
85	75	40	3500	3500	700.00	19.28
121	90	57	4551	4551	1260.00	3.55
85	75	40	1000	3500	1216.00	1.31
121	60	57	2449	4551	2022.00	2.84
49	60	57	2449	2449	70.00	0.1
121	60	57	4551	2449	1697.00	0.42
121	60	57	4551	2449	125.00	0.1
85	75	40	3500	6000	400.00	0.17
121	60	57	4551	2449	1643.00	0.41
121	60	57	4551	2449	3227.00	2.16
85	40	40	3500	3500	2262.00	0.36
121	60	57	4551	2449	722.00	0.49
85	75	40	3500	3500	243.00	0.13
49	60	57	2449	2449	1567.00	0.36
49	60	57	4551	4551	634.00	0.4
121	90	57	2449	2449	1248.00	1.04
85	75	40	3500	3500	309.00	0.15
49	60	57	4551	4551	744.00	0.4
85	75	40	3500	3500	451.00	0.17
85	75	40	3500	1000	384.00	0.15
85	75	40	6000	3500	432.00	0.22
85	75	40	3500	3500	614.00	0.36
121	60	23	2449	2449	1113.00	0.29
170	75	40	3500	3500	40.00	0.1
121	60	23	2449	2449	228.00	0.14
49	60	57	4551	4551	2543.00	0.89
85	75	80	3500	3500	3672.00	0.59
85	75	40	1000	3500	623.00	0.17
49	90	57	4551	2449	182.00	0.08
121	60	23	2449	2449	534.00	0.15
85	40	40	3500	3500	1867.00	0.4
85	75	40	3500	3500	564.00	0.21
85	75	80	3500	3500	282.00	0.25
49	60	57	2449	2449	1007.00	0.25
49	60	57	2449	2449	1542.00	0.36
121	60	57	4551	2449	1639.00	0.42
121	90	57	2449	2449	454.00	0.17
85	110	40	3500	3500	14.00	0.08
49	90	57	4551	2449	243.00	0.14
49	60	57	4551	4551	3230.00	2.44
121	90	57	4551	4551	1250.00	3.19
121	60	23	2449	2449	1377.00	0.44
85	75	40	3500	3500	95.00	0.09
85	40	40	3500	3500	657.00	0.27
121	60	57	4551	2449	73.00	0.1
121	60	57	4551	2449	705.00	0.45
85	75	80	3500	3500	3057.00	0.47
85	75	40	3500	3500	112.00	0.1
85	40	40	3500	3500	711.00	0.29
49	60	57	2449	2449	285.00	0.19
85	75	40	3500	3500	38.00	0.09
85	40	40	3500	3500	936.00	0.33
49	90	23	2449	2449	145.00	0.09
121	60	57	4551	2449	548.00	0.38
0	75	40	3500	3500	230.00	0.02
85	75	80	3500	3500	3719.00	0.62
85	75	40	3500	3500	58.00	0.09
85	40	40	3500	3500	2571.00	0.31
49	90	57	2449	4551	728.00	0.23
121	60	57	4551	2449	534.00	0.35
85	75	40	1000	3500	1271.00	2.19
85	40	40	3500	3500	733.00	0.29
49	90	57	2449	4551	1554.00	12.31
121	60	57	2449	4551	42.00	0.1
121	60	57	4551	2449	4013.00	10.89
85	75	80	3500	3500	3469.00	0.54
49	60	57	4551	4551	1483.00	0.37
85	75	40	3500	3500	349.00	0.16
121	60	23	2449	2449	1981.00	6.03
49	60	23	4551	2449	318.00	0.15
85	75	80	3500	3500	569.00	0.35
85	75	40	1000	3500	885.00	0.32
85	75	80	3500	3500	2448.00	0.41
49	60	57	4551	4551	2597.00	0.92
49	60	57	4551	4551	1911.00	0.48
49	60	57	2449	2449	2287.00	0.8
121	90	23	4551	2449	178.00	0.12
85	40	40	3500	3500	3804.00	0.38
49	60	57	4551	4551	621.00	0.39
49	60	57	4551	4551	818.00	0.44
85	40	40	3500	3500	697.00	0.28
85	75	40	3500	3500	631.00	0.38
121	60	57	4551	2449	4163.00	21.95
49	90	23	4551	4551	357.00	0.19
49	90	57	2449	4551	624.00	0.19
49	60	57	4551	4551	1367.00	0.35
49	60	57	2449	2449	2189.00	0.71
49	90	57	2449	4551	887.00	0.34
49	60	23	2449	4551	1100.00	0.31
121	60	57	4551	2449	1100.00	0.42
49	90	57	2449	4551	339.00	0.16
85	75	80	3500	3500	4607.00	1.07
85	75	80	3500	3500	4054.00	0.74
49	90	57	2449	4551	761.00	0.24
85	75	80	3500	3500	2420.00	0.41
85	75	40	1000	3500	932.00	0.36
85	75	40	6000	3500	49.00	0.08
49	60	57	2449	2449	347.00	0.2
85	40	40	3500	3500	683.00	0.28
49	90	57	4551	2449	480.00	0.19
85	75	80	3500	3500	3066.00	0.47
49	60	57	4551	4551	855.00	0.39
85	75	40	3500	3500	640.00	0.49
121	90	57	2449	2449	744.00	0.22
85	110	40	3500	3500	70.00	0.09
121	60	57	2449	4551	214.00	0.17
85	40	40	3500	3500	2842.00	0.31
85	75	40	3500	3500	5.00	0.06
85	75	80	3500	3500	1006.00	0.39
49	60	57	4551	4551	177.00	0.1
85	75	80	3500	3500	227.00	0.19
170	75	40	3500	3500	221.00	0.14
121	90	57	2449	2449	545.00	0.17
85	75	40	3500	3500	771.00	3.5
49	60	57	4551	4551	3005.00	1.59
121	60	57	2449	4551	1105.00	0.36
49	90	57	2449	4551	533.00	0.17
121	60	57	4551	2449	105.00	0.1
85	75	40	3500	3500	149.00	0.1
85	40	40	3500	3500	2330.00	0.34
49	60	57	4551	4551	1920.00	0.48
49	60	57	4551	4551	2779.00	1.13
49	60	23	4551	2449	108.00	0.1
49	60	57	4551	4551	3476.00	6.31
49	90	57	4551	2449	165.00	0.09
85	75	80	3500	3500	862.00	0.38
85	75	0	3500	3500	0.00	0.03
85	40	40	3500	3500	3080.00	0.32
49	60	57	4551	4551	1021.00	0.41
85	75	80	3500	3500	2795.00	0.46
85	75	80	3500	3500	3135.00	0.47
49	90	57	2449	4551	1379.00	2.21
85	75	40	3500	6000	280.00	0.14
85	75	80	3500	3500	4490.00	0.97
121	60	23	2449	2449	2053.00	23.73
85	40	40	3500	3500	252.00	0.21
121	60	23	2449	2449	1178.00	0.32
121	60	57	4551	2449	3215.00	2.11
121	90	57	4551	4551	987.00	0.56
49	90	57	4551	2449	1090.00	1.21
49	60	57	2449	2449	1584.00	0.37
85	40	40	3500	3500	5712.00	0.91
49	60	23	2449	4551	606.00	0.13
121	90	57	2449	2449	719.00	0.21
0	75	40	3500	3500	735.00	1.14
49	60	57	2449	2449	1162.00	0.27
85	75	40	3500	1000	210.00	0.11
49	90	23	2449	2449	98.00	0.09
49	60	23	2449	4551	263.00	0.12
85	40	40	3500	3500	464.00	0.25
85	75	40	3500	1000	301.00	0.14
49	60	57	4551	4551	1896.00	0.49
49	60	23	2449	4551	1051.00	0.28
85	75	40	3500	3500	15.00	0.09
121	60	57	4551	2449	879.00	0.52
85	40	40	3500	3500	4953.00	0.54
49	90	57	4551	2449	710.00	0.27
85	75	80	3500	3500	219.00	0.16
85	75	40	3500	3500	115.00	0.1
85	75	40	3500	3500	666.00	0.46
85	75	80	3500	3500	110.00	0.09
121	90	57	4551	4551	426.00	0.17
85	40	40	3500	3500	3325.00	0.34
85	75	80	3500	3500	728.00	0.37
85	75	80	3500	3500	1147.00	0.4
121	60	57	4551	2449	2865.00	1.32
85	75	40	3500	6000	256.00	0.13
85	75	80	3500	3500	1912.00	0.4
49	60	57	4551	4551	651.00	0.41
121	60	23	2449	2449	529.00	0.15
121	60	23	2449	2449	596.00	0.14
121	60	57	4551	2449	611.00	0.41
85	75	80	3500	3500	1349.00	0.39
49	60	23	2449	4551	628.00	0.13
85	75	80	3500	3500	5410.00	2.49
49	90	57	2449	4551	294.00	0.15
85	75	80	3500	3500	2034.00	0.4
121	90	57	4551	4551	643.00	0.21
49	60	23	2449	4551	1101.00	0.31
85	40	40	3500	3500	4462.00	0.45
85	75	40	6000	3500	27.00	0.1
85	75	80	3500	3500	1862.00	0.38
121	60	57	2449	4551	52.00	0.11
85	40	40	3500	3500	1962.00	0.39
121	90	57	2449	2449	603.00	0.18
49	60	23	4551	2449	19.00	0.1
49	90	57	4551	2449	1065.00	1
85	40	40	3500	3500	2514.00	0.31
85	75	40	6000	3500	339.00	0.19
85	75	40	3500	3500	467.00	0.19
121	90	57	4551	4551	146.00	0.09
85	40	40	3500	3500	1247.00	0.38
85	75	80	3500	3500	1219.00	0.4
49	90	57	4551	2449	1007.00	0.7
121	60	57	2449	4551	2037.00	3.13
85	40	40	3500	3500	3101.00	0.33
121	60	23	2449	2449	23.00	0.1
85	40	40	3500	3500	3638.00	0.36
121	60	57	4551	2449	2768.00	1.16
121	60	57	4551	2449	2064.00	0.58
85	75	0	3500	3500	358.00	0.1
170	75	40	3500	3500	186.00	0.11
121	60	57	4551	2449	4064.00	15.26
85	75	80	3500	3500	4336.00	0.87
85	75	80	3500	3500	779.00	0.38
121	90	57	4551	4551	533.00	0.18
49	90	23	2449	2449	359.00	0.15
85	40	40	3500	3500	718.00	0.28
49	60	23	4551	2449	18.00	0.1
85	110	40	3500	3500	22.00	0.08
85	75	40	3500	3500	75.00	0.1
85	75	40	3500	3500	135.00	0.09
121	60	57	4551	2449	1412.00	0.36
85	75	80	3500	3500	3351.00	0.54
121	90	57	4551	4551	1152.00	1.26
85	75	40	1000	3500	213.00	0.12
49	60	57	2449	2449	1408.00	0.32
121	60	57	4551	2449	2965.00	1.47
121	60	57	4551	2449	30.00	0.1
85	75	80	3500	3500	5961.00	7.11
85	75	40	3500	3500	304.00	0.15
121	60	23	2449	2449	672.00	0.15
85	75	40	3500	1000	929.00	1.02
49	90	57	2449	4551	1047.00	0.53
49	60	57	4551	4551	923.00	0.43
49	90	57	4551	2449	162.00	0.08
121	60	57	4551	2449	3199.00	2.06
49	60	57	2449	2449	1660.00	0.39
121	60	23	2449	2449	1848.00	1.97
85	75	40	3500	3500	125.00	0.1
0	75	40	3500	3500	899.00	16.31
85	75	40	3500	3500	606.00	0.24
121	60	23	2449	2449	939.00	0.22
85	75	80	3500	3500	1043.00	0.39
85	75	40	1000	3500	601.00	0.17
85	75	40	3500	3500	305.00	0.14
0	75	40	3500	3500	268.00	0.01
121	60	57	4551	2449	4095.00	15.43
121	60	57	4551	2449	3643.00	4.39
85	40	40	3500	3500	3695.00	0.38
85	75	80	3500	3500	1900.00	0.39
0	75	40	3500	3500	329.00	0.15
49	60	23	2449	4551	540.00	0.14
121	90	57	2449	2449	420.00	0.16
85	40	40	3500	3500	4186.00	0.41
85	75	40	3500	3500	306.00	0.15
85	40	40	3500	3500	1332.00	0.39
49	60	23	4551	2449	195.00	0.1
121	90	57	4551	4551	291.00	0.14
85	75	40	3500	3500	69.00	0.09
121	60	57	4551	2449	3362.00	2.67
85	75	40	3500	1000	1012.00	3.54
85	75	80	3500	3500	4292.00	0.84
49	60	57	4551	4551	3108.00	1.77
49	90	57	2449	4551	982.00	0.44
85	75	40	3500	3500	31.00	0.1
121	90	57	4551	4551	196.00	0.07
121	60	57	4551	2449	1791.00	0.47
49	90	57	2449	4551	1034.00	0.51
85	75	80	3500	3500	2431.00	0.41
49	60	23	2449	4551	756.00	0.17
49	60	23	4551	2449	526.00	0.19
121	90	57	2449	2449	464.00	0.16
121	60	23	4551	4551	627.00	0.19
121	60	23	4551	4551	501.00	0.17
121	60	57	4551	2449	3613.00	4.14
85	75	80	3500	3500	663.00	0.36
85	75	40	3500	3500	414.00	0.17
85	75	80	3500	3500	325.00	0.27
85	75	80	3500	3500	2000.00	0.39
85	75	80	3500	3500	2923.00	0.45
85	110	40	3500	3500	557.00	0.23
85	75	40	3500	3500	443.00	0.17
85	75	40	3500	3500	371.00	0.16
49	60	23	2449	4551	1268.00	0.53
49	60	57	2449	2449	726.00	0.24
85	40	40	3500	3500	1386.00	0.41
85	75	80	3500	3500	1041.00	0.39
49	90	57	2449	4551	628.00	0.19
49	60	23	4551	2449	969.00	10.93
85	75	0	3500	3500	367.00	0.1
85	75	80	3500	3500	1465.00	0.39
121	60	57	4551	2449	569.00	0.39
85	40	40	3500	3500	43.00	0.12
49	90	57	2449	4551	1091.00	0.61
49	90	57	2449	4551	974.00	0.43
49	60	57	2449	2449	2703.00	2.31
85	40	40	3500	3500	2293.00	0.34
121	90	23	2449	4551	119.00	0.15
85	40	40	3500	3500	212.00	0.18
